,コード,銘柄名
4066,9564,ＦＣＥ　Ｈｏｌｄｉｎｇｓ
4067,9565,ウェルプレイド・ライゼスト
4068,9600,アイネット
4069,9601,松竹
4070,9602,東宝
4071,9603,エイチ・アイ・エス
4072,9605,東映
4073,9610,ウィルソン・ラーニング　ワールドワイド
4074,9612,ラックランド
4075,9613,エヌ・ティ・ティ・データ
4076,9616,共立メンテナンス
4077,9619,イチネンホールディングス
4078,9621,建設技術研究所
4079,9622,スペース
4080,9625,セレスポ
4081,9627,アインホールディングス
4082,9628,燦ホールディングス
4083,9629,ピー・シー・エー
4084,9632,スバル興業
4085,9633,東京テアトル
4086,9635,武蔵野興業
4087,9636,きんえい
4088,9637,オーエス
4089,9639,三協フロンテア
4090,9640,セゾン情報システムズ
4091,9644,タナベコンサルティンググループ
4092,9647,協和コンサルタンツ
4093,9651,日本プロセス
4094,9656,グリーンランドリゾート
4095,9658,ビジネスブレイン太田昭和
4096,9661,歌舞伎座
4097,9663,ナガワ
4098,9672,東京都競馬
4099,9675,常磐興産
4100,9678,カナモト
4101,9679,ホウライ
4102,9682,ＤＴＳ
4103,9684,スクウェア・エニックス・ホールディングス
4104,9685,ＫＹＣＯＭホールディングス
4105,9686,東洋テック
4106,9687,ＫＳＫ
4107,9691,両毛システムズ
4108,9692,シーイーシー
4109,9696,ウィザス
4110,9697,カプコン
4111,9698,クレオ
4112,9699,西尾レントオール
4113,9701,東京會舘
4114,9702,アイ・エス・ビー
4115,9704,アゴーラ　ホスピタリティー　グループ
4116,9706,日本空港ビルデング
4117,9708,帝国ホテル
4118,9709,ＮＣＳ＆Ａ
4119,9713,ロイヤルホテル
4120,9715,トランス・コスモス
4121,9716,乃村工藝社
4122,9717,ジャステック
4123,9719,ＳＣＳＫ
4124,9720,ホテル、ニューグランド
4125,9722,藤田観光
4126,9723,京都ホテル
4127,9726,ＫＮＴ－ＣＴホールディングス
4128,9729,トーカイ
4129,9731,白洋舎
4130,9733,ナガセ
4131,9734,精養軒
4132,9735,セコム
4133,9739,ＮＳＷ
4134,9740,セントラル警備保障
4135,9742,アイネス
4136,9743,丹青社
4137,9744,メイテック
4138,9746,ＴＫＣ
4139,9749,富士ソフト
4140,9753,アイエックス・ナレッジ
4141,9755,応用地質
4142,9757,船井総研ホールディングス
4143,9759,ＮＳＤ
4144,9760,進学会ホールディングス
4145,9761,東海リース
4146,9763,丸紅建材リース
4147,9765,オオバ
4148,9766,コナミグループ
4149,9767,日建工学
4150,9768,いであ
4151,9769,学究社
4152,9776,札幌臨床検査センター
4153,9778,昴
4154,9780,ハリマビステム
4155,9782,ディーエムエス
4156,9783,ベネッセホールディングス
4157,9787,イオンディライト
4158,9788,ナック
4159,9790,福井コンピュータホールディングス
4160,9791,ビケンテクノ
4161,9793,ダイセキ
4162,9795,ステップ
4163,9799,旭情報サービス
4164,9810,日鉄物産
4165,9812,テーオーホールディングス
4166,9816,ストライダーズ
4167,9818,大丸エナウィン
4168,9820,エムティジェネックス
4169,9823,マミーマート
4170,9824,泉州電業
4171,9827,リリカラ
4172,9828,元気寿司
4173,9830,トラスコ中山
4174,9831,ヤマダホールディングス
4175,9832,オートバックスセブン
4176,9835,ジュンテンドー
4177,9837,モリト
4178,9842,アークランズ
4179,9843,ニトリホールディングス
4180,9845,パーカーコーポレーション
4181,9846,天満屋ストア
4182,9849,共同紙販ホールディングス
4183,9850,グルメ杵屋
4184,9852,ＣＢグループマネジメント
4185,9853,銀座ルノアール
4186,9854,愛眼
4187,9856,ケーユーホールディングス
4188,9857,英和
4189,9861,吉野家ホールディングス
4190,9867,ソレキア
4191,9869,加藤産業
4192,9872,北恵
4193,9873,日本ＫＦＣホールディングス
4194,9876,コックス
4195,9878,セキド
4196,9880,イノテック
4197,9882,イエローハット
4198,9885,シャルレ
4199,9887,松屋フーズホールディングス
4200,9888,ＵＥＸ
4201,9889,ＪＢＣＣホールディングス
4202,9890,マキヤ
4203,9895,コンセック
4204,9896,ＪＫホールディングス
4205,9900,サガミホールディングス
4206,9902,日伝
4207,9903,カンセキ
4208,9904,ベリテ
4209,9906,藤井産業
4210,9908,日本電計
4211,9913,日邦産業
4212,9914,植松商会
4213,9919,関西フードマーケット
4214,9927,ワットマン
4215,9928,ミロク情報サービス
4216,9929,平和紙業
4217,9930,北沢産業
4218,9932,杉本商事
4219,9934,因幡電機産業
4220,9936,王将フードサービス
4221,9941,太洋物産
4222,9946,ミニストップ
4223,9948,アークス
4224,9950,ハチバン
4225,9955,ヨンキュウ
4226,9956,バローホールディングス
4227,9959,アシードホールディングス
4228,9960,東テク
4229,9962,ミスミグループ本社
4230,9967,堺商事
4231,9969,ショクブン
4232,9972,アルテック
4233,9973,小僧寿し
4234,9974,ベルク
4235,9976,セキチュー
4236,9977,アオキスーパー
4237,9978,文教堂グループホールディングス
4238,9979,大庄
4239,9980,ＭＲＫホールディングス
4240,9982,タキヒヨー
4241,9983,ファーストリテイリング
4242,9984,ソフトバンクグループ
4243,9986,蔵王産業
4244,9987,スズケン
4245,9989,サンドラッグ
4246,9990,サックスバー　ホールディングス
4247,9991,ジェコス
4248,9993,ヤマザワ
4249,9994,やまや
4250,9995,グローセル
4251,9996,サトー商会
4252,9997,ベルーナ
